,clones,clones_unique,views,views_unique,issues_closed,issues_open,pulls_closed,pulls_open,forks,stargazers,subscribers,contributors,commits,total_commits,updated_on
2023-12-26,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2023-12-27,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2023-12-28,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2023-12-29,0.0,0.0,4.0,1.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2023-12-30,2.0,1.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2023-12-31,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-08
2024-01-01,1.0,1.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-14
2024-01-02,0.0,0.0,6.0,1.0,0,0,4,0,0,0,1,1,0,30,2024-01-15
2024-01-03,7.0,5.0,12.0,1.0,0,0,4,0,0,0,1,1,4,30,2024-01-15
2024-01-04,2.0,2.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-15
2024-01-05,0.0,0.0,5.0,1.0,0,0,4,0,0,0,1,1,0,30,2024-01-15
2024-01-06,15.0,10.0,79.0,1.0,0,0,4,0,0,0,1,1,11,30,2024-01-15
2024-01-07,4.0,3.0,37.0,2.0,0,0,4,0,0,0,1,1,1,30,2024-01-15
2024-01-08,3.0,2.0,8.0,1.0,0,0,4,0,0,0,1,1,0,30,2024-01-15
2024-01-09,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-10,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-11,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-12,1.0,1.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-13,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-14,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-15,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-22
2024-01-16,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-17,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-18,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-19,1.0,1.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-20,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-21,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-22,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-01-29
2024-01-23,1.0,1.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-24,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-25,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-26,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-27,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-28,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
2024-01-29,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,30,2024-02-05
